Date,Open,High,Low,Close,Adj Close,Volume
04/1/2010,170.050003,174.25,169.509995,173.080002,140.864334,9135000
05/1/2010,173,176.259995,172.570007,176.139999,143.354752,11659400
06/1/2010,175.380005,175.380005,173.759995,174.259995,141.824707,7381100
07/1/2010,174.320007,178.75,173.949997,177.669998,144.599945,8727400
08/1/2010,176.330002,177.429993,173.949997,174.309998,141.865326,7268100
11/1/2010,175.059998,175.059998,170.520004,171.559998,139.627197,7704900
12/1/2010,170.009995,170.479996,167.029999,167.820007,136.583374,10360100
13/1/2010,168.009995,169.669998,166.119995,169.070007,137.600662,11269500
14/1/2010,168,170.720001,167.210007,168.529999,137.161224,10521400
15/1/2010,167.600006,167.800003,164.580002,165.210007,134.459167,10896300
19/1/2010,165.009995,167.399994,163.899994,166.860001,135.802017,7705300
20/1/2010,165.800003,168.179993,164.320007,167.789993,136.559006,8893900
21/1/2010,169.289993,171,156.770004,160.869995,130.926926,51738300
22/1/2010,158.690002,159.75,152.25,154.119995,125.433365,30175600
25/1/2010,156.130005,158.300003,154.5,154.979996,126.133308,17877000
26/1/2010,154.910004,156.5,150.699997,150.880005,122.796478,15985900
27/1/2010,150.75,152.929993,148.270004,151.5,123.301003,19899000
28/1/2010,154.229996,155.199997,149.949997,153.289993,124.757835,16160700
29/1/2010,154.440002,154.880005,147.809998,148.720001,121.03846,18502800
01/2/2010,149.820007,155.25,149.210007,153.130005,124.627602,12980800
02/2/2010,153.649994,157.5,153.649994,156.940002,127.728455,17246600
03/2/2010,157.919998,159.940002,157.110001,157.229996,127.9645,16785200
04/2/2010,155.270004,156.059998,150.449997,150.679993,122.633659,18895000
05/2/2010,150.820007,154.460007,148.869995,154.160004,125.465919,18759200
08/2/2010,154.270004,154.600006,150.820007,151.100006,122.97551,10257300
09/2/2010,152.699997,153.529999,149.649994,152.490005,124.106728,14017300
10/2/2010,152.770004,155.350006,151.759995,153.630005,125.034538,10555300
11/2/2010,154.399994,155.320007,152.25,154.050003,125.376343,11163400
12/2/2010,152.369995,154.5,151.139999,153.929993,125.278687,10293200
16/2/2010,155.300003,157.740005,154.600006,157.399994,128.102859,11497100
17/2/2010,158,158.190002,155.809998,157.259995,127.98893,10070000
18/2/2010,155.610001,156.589996,154.880005,155.729996,126.74366,10991100
19/2/2010,154.509995,157,154.490005,156.179993,127.109932,8693000
22/2/2010,157.199997,157.970001,156.029999,156.710007,127.541313,7375500
23/2/2010,156.809998,160.210007,155.910004,156.699997,127.533104,15696000
24/2/2010,157.339996,159.25,156.869995,158.330002,128.859741,8361500
25/2/2010,156.229996,156.440002,154.320007,156.440002,127.321548,10519900
26/2/2010,156.259995,156.990005,155.259995,156.350006,127.533638,7812700
01/3/2010,156.509995,158.289993,156.169998,156.539993,127.688606,6522800
02/3/2010,157.179993,159.75,156.910004,158.75,129.491272,11986400
03/3/2010,159.039993,159.449997,157.229996,157.720001,128.651154,10006000
04/3/2010,158.25,163.850006,158.110001,163.610001,133.455582,15439500
05/3/2010,165.110001,168.25,165,167.179993,136.367584,12226700
08/3/2010,167.880005,170.690002,167.460007,169.839996,138.537308,9344500
09/3/2010,169.220001,172.199997,168,168.850006,137.729813,12958700
10/3/2010,170.259995,172.339996,168.869995,171.940002,140.25032,13107200
11/3/2010,171.399994,173.570007,171.100006,173.509995,141.530914,8910600
12/3/2010,175.009995,176.339996,174,174.960007,142.713684,10216900
15/3/2010,173.949997,175.199997,170.380005,173.529999,141.547241,13958600
16/3/2010,174.330002,176.419998,173.559998,176.190002,143.716934,11687700
17/3/2010,176.860001,177.880005,175.570007,176.639999,144.084045,10138600
18/3/2010,176.199997,177.75,175.660004,177.449997,144.74472,6883500
19/3/2010,177.899994,178.210007,175.949997,177.899994,145.111801,10896600
22/3/2010,176.210007,176.949997,175.229996,176.160004,143.69249,7320400
23/3/2010,176.25,176.809998,173.289993,174.830002,142.60762,10804800
24/3/2010,173.639999,175.960007,173.639999,174.410004,142.26503,8396100
25/3/2010,175.240005,178.729996,174.779999,174.899994,142.664719,9534300
26/3/2010,175.380005,175.479996,171.910004,172.869995,141.008865,11811500
29/3/2010,173.869995,174.429993,171.639999,174.050003,141.971375,11785600
30/3/2010,174.259995,174.779999,170.699997,171.380005,139.793518,8184600
31/3/2010,170,171.660004,169.850006,170.630005,139.181717,8243200
01/4/2010,171.720001,172,169.5,170.220001,138.847275,6480600
05/4/2010,170.679993,173.369995,169.770004,173.160004,141.245422,6135000
06/4/2010,172.610001,173.889999,172.149994,172.899994,141.033295,7743600
07/4/2010,172.889999,177.899994,172.809998,176.360001,143.855652,13887200
08/4/2010,176.100006,180.800003,175.279999,179.5,146.41687,10668800
09/4/2010,180.279999,181,177.5,179.119995,146.106934,8462000
