Date,Open,High,Low,Close,Adj Close,Volume
1999-05-05,69.875000,69.875000,66.250000,69.125000,51.574493,7565700
1999-05-06,68.000000,69.375000,67.062500,67.937500,50.688461,2905700
1999-05-07,67.937500,74.875000,66.750000,74.125000,55.304981,4862300
1999-05-10,73.375000,73.500000,70.250000,70.687500,52.740257,2589400
1999-05-11,70.000000,71.187500,69.500000,70.625000,52.693634,1839800
1999-05-12,71.000000,74.875000,69.125000,73.500000,54.838692,2659300
1999-05-13,73.250000,75.250000,72.500000,73.187500,54.605518,1142900
1999-05-14,71.250000,72.250000,69.062500,70.187500,52.367210,2058400
1999-05-17,69.125000,70.250000,68.000000,68.625000,51.201424,2075000
1999-05-18,68.250000,70.437500,68.125000,68.625000,51.201424,1407100
1999-05-19,69.375000,69.812500,68.750000,69.312500,51.714386,727400
1999-05-20,69.562500,70.125000,68.375000,68.375000,51.014889,520800
1999-05-21,68.125000,68.812500,67.500000,67.500000,50.362038,936200
1999-05-24,67.000000,67.250000,65.000000,65.312500,48.729939,1493000
1999-05-25,64.125000,65.937500,64.000000,64.500000,48.123734,1662400
1999-05-26,65.625000,66.625000,63.062500,66.062500,49.289501,1602900
1999-05-27,65.000000,67.750000,64.687500,67.750000,50.548569,1220500
1999-05-28,67.750000,68.812500,67.000000,67.937500,50.688461,901900
1999-06-01,66.625000,66.625000,63.562500,64.187500,47.890568,953900
1999-06-02,63.750000,64.062500,62.000000,63.250000,47.191090,2204300
1999-06-03,64.000000,64.187500,63.125000,63.625000,47.470882,852600
1999-06-04,64.312500,67.000000,64.312500,65.375000,48.776566,1357400
1999-06-07,65.187500,67.750000,65.187500,65.937500,49.196274,891900
1999-06-08,65.375000,65.687500,63.750000,63.750000,47.564156,571700
1999-06-09,64.250000,65.500000,63.625000,65.500000,48.869846,611400
1999-06-10,64.875000,64.937500,63.312500,63.375000,47.284374,664200
1999-06-11,63.937500,64.312500,62.312500,63.250000,47.191090,969300
1999-06-14,63.500000,64.000000,60.500000,61.250000,45.698898,821100
1999-06-15,62.875000,63.375000,62.250000,62.750000,46.818043,831700
1999-06-16,63.937500,65.437500,63.937500,65.250000,48.683334,690300
1999-06-17,64.500000,66.875000,64.500000,65.000000,48.496784,955700
1999-06-18,64.250000,64.875000,63.500000,64.812500,48.356873,613900
1999-06-21,66.687500,69.937500,66.562500,69.500000,51.854225,1811000
1999-06-22,70.125000,70.125000,67.750000,68.000000,50.735119,1165900
1999-06-23,67.062500,67.437500,64.875000,65.000000,48.496784,1351700
1999-06-24,66.062500,66.500000,64.500000,65.062500,48.543434,1408900
1999-06-25,65.500000,66.812500,65.375000,66.250000,49.429428,1111500
1999-06-28,66.437500,67.500000,65.750000,66.562500,49.662560,784600
1999-06-29,66.000000,68.500000,66.000000,67.750000,50.548569,629800
1999-06-30,68.500000,72.250000,66.125000,72.250000,53.906044,2127600
1999-07-01,71.375000,71.437500,69.750000,70.812500,52.833519,813600
1999-07-02,70.562500,71.187500,69.687500,70.937500,52.926785,536900
1999-07-06,70.000000,71.187500,69.250000,70.500000,52.600357,747600
1999-07-07,69.562500,70.000000,68.000000,68.000000,50.735119,648800
1999-07-08,68.000000,68.875000,67.187500,67.250000,50.175537,424400
1999-07-09,67.437500,68.187500,67.250000,67.250000,50.175537,312700
1999-07-12,68.000000,68.937500,67.875000,68.375000,51.014889,547700
1999-07-13,68.250000,68.687500,67.625000,67.875000,50.641830,969600
1999-07-14,67.375000,67.750000,67.312500,67.625000,50.455318,888200
1999-07-15,68.000000,68.000000,67.500000,67.937500,50.688461,864700
1999-07-16,67.750000,68.750000,67.750000,68.062500,50.781723,476700
1999-07-19,68.250000,70.750000,68.250000,69.437500,51.807629,646100
1999-07-20,69.125000,70.437500,67.875000,68.125000,50.828346,886100
1999-07-21,68.000000,68.062500,67.125000,67.875000,50.641830,626100
1999-07-22,68.125000,68.250000,66.500000,66.500000,49.615940,579500
1999-07-23,66.375000,66.375000,64.000000,64.062500,47.797306,767200
1999-07-26,64.250000,64.750000,63.187500,63.250000,47.191090,749500
1999-07-27,64.250000,65.750000,63.312500,65.500000,48.869846,592200
1999-07-28,65.250000,66.375000,64.000000,66.062500,49.289501,584800
1999-07-29,65.500000,65.500000,64.500000,65.000000,48.496784,646000
1999-07-30,65.000000,65.000000,63.625000,64.312500,47.983818,629600
1999-08-02,64.250000,64.562500,62.375000,62.812500,46.864685,566400
1999-08-03,62.812500,62.812500,60.750000,60.812500,45.372471,837700
1999-08-04,60.562500,61.500000,60.000000,60.000000,44.766273,1281600
1999-08-05,59.812500,60.000000,57.812500,59.250000,44.206699,1539900
1999-08-06,58.937500,58.937500,56.000000,56.250000,41.968376,1308500
1999-08-09,56.500000,57.500000,55.812500,55.812500,41.641960,1347500
1999-08-10,56.250000,57.187500,55.187500,57.000000,42.619595,1817400
1999-08-11,57.875000,61.562500,57.437500,61.500000,45.984283,1369200
1999-08-12,61.437500,62.187500,60.562500,60.687500,45.376781,832800
1999-08-13,62.437500,63.250000,62.062500,63.125000,47.199326,557400
1999-08-16,63.000000,63.000000,60.875000,62.875000,47.012383,762600
1999-08-17,63.250000,64.500000,62.625000,63.000000,47.105869,936900
1999-08-18,63.000000,63.000000,61.062500,62.312500,46.591805,819300
1999-08-19,61.625000,62.500000,60.812500,61.562500,46.031025,624600
1999-08-20,61.812500,62.937500,61.625000,62.312500,46.591805,439600
1999-08-23,62.812500,63.812500,62.625000,63.625000,47.573189,837200
1999-08-24,63.562500,65.000000,62.812500,63.437500,47.432972,894200
1999-08-25,63.125000,64.312500,62.312500,64.000000,47.853550,449900
1999-08-26,64.000000,64.875000,62.750000,62.750000,46.918915,378400
1999-08-27,63.000000,63.000000,61.500000,61.562500,46.031025,265300
1999-08-30,61.750000,61.750000,59.312500,59.312500,44.348682,438100
1999-08-31,59.500000,60.500000,58.687500,59.812500,44.722530,496600
1999-09-01,60.562500,60.687500,59.812500,60.312500,45.096382,560100
1999-09-02,59.500000,60.437500,58.875000,59.250000,44.301945,727600
1999-09-03,60.750000,63.125000,60.750000,63.125000,47.199326,754900
1999-09-07,63.000000,64.437500,62.437500,62.500000,46.731976,813600
1999-09-08,62.437500,63.625000,62.125000,62.562500,46.778736,732100
1999-09-09,62.500000,62.562500,61.000000,61.750000,46.171219,448800
1999-09-10,62.375000,63.093750,61.625000,63.093750,47.175945,636300
1999-09-13,62.187500,62.812500,62.000000,62.125000,46.451607,250700
1999-09-14,61.375000,61.375000,58.750000,59.375000,44.395393,1160600
1999-09-15,60.125000,60.125000,58.062500,58.312500,43.600948,970200
1999-09-16,58.562500,59.125000,57.437500,57.687500,43.133640,753200
1999-09-17,58.625000,60.062500,58.500000,60.062500,44.909462,1116700
1999-09-20,60.062500,60.750000,59.500000,60.750000,45.423492,721800
1999-09-21,60.562500,61.750000,58.375000,59.125000,44.208481,2369100
1999-09-22,59.937500,62.000000,59.062500,61.312500,45.844097,1534700
1999-09-23,61.750000,62.250000,60.750000,60.812500,45.470249,889800
1999-09-24,61.062500,62.187500,60.875000,61.937500,46.311428,831400
1999-09-27,62.000000,62.625000,61.250000,61.562500,46.031025,624700
1999-09-28,61.312500,62.250000,61.062500,62.250000,46.545082,819900
1999-09-29,62.375000,62.750000,61.125000,61.437500,45.937569,800900
