Date,Open,High,Low,Close,Volume,Ticker
1999-05-04,56.70390360478186,57.63653359828156,52.22727963598329,52.5070686340332,22320900,GS
1999-05-05,52.13406428635444,52.13406428635444,49.4294348332162,51.574485778808594,7565700,GS
1999-05-06,50.735108095676175,51.76100182555198,50.03563509803358,50.6884765625,2905700,GS
1999-05-07,50.688481853543,55.86458257639789,49.80248263071198,55.30500411987305,4862300,GS
1999-05-10,54.745416892512935,54.83867995365861,52.41384036387098,52.74026107788086,2589400,GS
1999-05-11,52.22729222120437,53.11329092852838,51.854240133910054,52.693607330322266,1839800,GS
1999-05-12,52.97341166385988,55.864566173683215,51.574465933300196,54.83867263793945,2659300,GS
1999-05-13,54.65213459643617,56.14434304958118,54.09255642650679,54.60550308227539,1142900,GS
1999-05-14,53.159942559015505,53.90604701598414,51.527839059396605,52.36720657348633,2058400,GS
1999-05-17,51.57447975450526,52.41384741777931,50.73511209123122,51.2014274597168,2075000,GS
1999-05-18,50.921638238625455,52.55374202832498,50.82837516492834,51.2014274597168,1407100,GS
1999-05-19,51.76099080669654,52.08741146944147,51.29467557420378,51.714359283447266,727400,GS
1999-05-20,51.900887745607925,52.32057147400907,51.01488876342774,51.014888763427734,520800,GS
1999-05-21,50.82834897217927,51.341295613182915,50.36203384399414,50.36203384399414,936200,GS
1999-05-24,49.988993463105565,50.17551955811715,48.496784703012864,48.729942321777344,1493000,GS
1999-05-25,47.843948164651565,49.19626248899356,47.750685107800386,48.12373733520508,1662400,GS
1999-05-26,48.963092020805306,49.70919628016996,47.05119985618339,49.289512634277344,1602900,GS
1999-05-27,48.49678546300233,50.5485725402832,48.26362784058405,50.5485725402832,1220500,GS
1999-05-28,50.54858196297148,51.34131802696642,49.989003564857406,50.6884765625,901900,GS
1999-06-01,49.709208814403674,49.709208814403674,47.42426394394797,47.89057922363281,953900,GS
1999-06-02,47.56415710147662,47.79731473432699,46.25847435751451,47.191104888916016,2204300,GS
1999-06-03,47.750679180992144,47.890573748905204,47.097837864064516,47.470890045166016,852600,GS
1999-06-04,47.98384854624878,49.98900451076646,47.98384854624878,48.77658462524414,1357400,GS
1999-06-07,48.63666516344694,50.54855708262367,48.63666516344694,49.19624328613281,891900,GS
1999-06-08,48.77657523061715,49.00973285600251,47.56415557861328,47.56415557861328,571700,GS
1999-06-09,47.937215688574405,48.86984634399414,47.47090036086454,48.86984634399414,611400,GS
1999-06-10,48.40351149880674,48.45014301277477,47.237723649606195,47.28435516357422,664200,GS
1999-06-11,47.70405168118684,47.98384084060729,46.49163199036489,47.191104888916016,969300,GS
1999-06-14,47.37764522007533,47.750697544642854,45.1393312726702,45.698909759521484,821100,GS
1999-06-15,46.91130196620744,47.28435406931843,46.444986837318694,46.81803894042969,831700,GS
1999-06-16,47.70405318819243,48.82320986122921,47.70405318819243,48.68331527709961,690300,GS
1999-06-17,48.12372823861929,49.89572598383977,48.12372823861929,48.49678039550781,955700,GS
1999-06-18,47.937207905282854,48.40352315727977,47.37762960288656,48.35689163208008,613900,GS
1999-06-21,49.755844376927655,52.180684027911944,49.662581313428255,51.85426330566406,1811000,GS
1999-06-22,52.32055985927582,52.32055985927582,50.5485622882843,50.73508834838867,1165900,GS
1999-06-23,50.035620542672966,50.315409660339355,48.40351735628568,48.49678039550781,1351700,GS
1999-06-24,49.289519431840674,49.61594009032969,48.123731365808496,48.54341506958008,1408900,GS
1999-06-25,48.869830811698485,49.84909268865046,48.7765677757983,49.42940902709961,1111500,GS
1999-06-28,49.56930029425823,50.36203604684749,49.056353630818116,49.66256332397461,784600,GS
1999-06-29,49.24288985474083,51.10815083408708,49.24288985474083,50.5485725402832,629800,GS
1999-06-30,51.10813436541178,53.90602493286133,49.336137006027066,53.90602493286133,2127600,GS
1999-07-01,53.25318733612626,53.29981884867979,52.0407680097346,52.83350372314453,813600,GS
1999-07-02,52.64698775707363,53.113302971928135,51.99414645627732,52.92677688598633,536900,GS
1999-07-06,52.22730487796432,53.11330380000121,51.6677266114147,52.60035705566406,747600,GS
1999-07-07,51.900876224040985,52.22729682922363,50.73508834838867,50.73508834838867,648800,GS
